name,name_id,specs,time,to,symop,err,file,line,loc,top,signature,weight,proof_coverage,rank,in_calls,out_calls,proof_trace,cyclomatic
"Object CategoryAdapter.getItem(int)","com.church.psalm.view.adapter.CategoryAdapter.getItem(int):java.lang.Object",1,0,NONE,36,0,app/src/main/java/com/church/psalm/view/adapter/CategoryAdapter.java,23,124,N,"class java.lang.Object *Object CategoryAdapter.getItem(int)(class com.church.psalm.view.adapter.CategoryAdapter *this, int $bcvar1)",5,0.80,0.48,0,2,23,1
"long CategoryAdapter.getItemId(int)","com.church.psalm.view.adapter.CategoryAdapter.getItemId(int):long",1,0,NONE,14,0,app/src/main/java/com/church/psalm/view/adapter/CategoryAdapter.java,55,124,N,"long long CategoryAdapter.getItemId(int)(class com.church.psalm.view.adapter.CategoryAdapter *this, int position)",4,0.75,0.00,0,0,55 56,1
"int CategoryAdapter.getItemViewType(int)","com.church.psalm.view.adapter.CategoryAdapter.getItemViewType(int):int",1,0,NONE,74,0,app/src/main/java/com/church/psalm/view/adapter/CategoryAdapter.java,90,124,N,"int int CategoryAdapter.getItemViewType(int)(class com.church.psalm.view.adapter.CategoryAdapter *this, int position)",9,0.89,0.70,1,3,90 91 92 94,2
"View CategoryAdapter.getView(int,View,ViewGroup)","com.church.psalm.view.adapter.CategoryAdapter.getView(int,android.view.View,android.view.ViewGroup):0047",0,0,NONE,384,2,app/src/main/java/com/church/psalm/view/adapter/CategoryAdapter.java,60,124,N,"class android.view.View *View CategoryAdapter.getView(int,View,ViewGroup)(class com.church.psalm.view.adapter.CategoryAdapter *this, int position, class android.view.View *convertView, class android.view.ViewGroup *parent)",32,0.00,1.20,0,15,,4
"int CategoryAdapter.getViewTypeCount()","com.church.psalm.view.adapter.CategoryAdapter.getViewTypeCount():int",1,0,NONE,12,0,app/src/main/java/com/church/psalm/view/adapter/CategoryAdapter.java,99,124,N,"int int CategoryAdapter.getViewTypeCount()(class com.church.psalm.view.adapter.CategoryAdapter *this)",4,0.75,0.00,0,0,99 100,1
"void CategoryAdapter.setData(List)","com.church.psalm.view.adapter.CategoryAdapter.setData(java.util.List):void",1,0,NONE,48,0,app/src/main/java/com/church/psalm/view/adapter/CategoryAdapter.java,34,124,N,"void void CategoryAdapter.setData(List)(class com.church.psalm.view.adapter.CategoryAdapter *this, class java.util.List *data)",7,0.86,0.60,0,3,34 35 36 37 38,1
"RealmListviewAdapter$SongViewHolder$$ViewBinder$1.<init>(RealmListviewAdapter$SongViewHolder$$ViewBinder,RealmListviewAdapter$SongViewHolder)","com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder$1.<init>(com.church.psD278",1,0,NONE,36,0,app/build/generated/source/apt/debug/com/church/psalm/view/adapter/RealmListviewAdapter$SongViewHolder$$ViewBinder.java,19,45,N,"void RealmListviewAdapter$SongViewHolder$$ViewBinder$1.<init>(RealmListviewAdapter$SongViewHolder$$ViewBinder,RealmListviewAdapter$SongViewHolder)(class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder$1 *this, class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder *this$0, class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder *$bcvar2)",7,0.86,0.60,2,1,19 21,1
"void RealmListviewAdapter$SongViewHolder$$ViewBinder$1.doClick(View)","com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder$1.doClick(android.view6620",1,0,NONE,24,0,app/build/generated/source/apt/debug/com/church/psalm/view/adapter/RealmListviewAdapter$SongViewHolder$$ViewBinder.java,22,45,N,"void void RealmListviewAdapter$SongViewHolder$$ViewBinder$1.doClick(View)(class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder$1 *this, class android.view.View *p0)",5,0.80,0.30,0,1,22 25 26,1
"RealmListviewAdapter$SongViewHolder$$ViewBinder$2.<init>(RealmListviewAdapter$SongViewHolder$$ViewBinder,RealmListviewAdapter$SongViewHolder)","com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder$2.<init>(com.church.ps6CFF",1,0,NONE,36,0,app/build/generated/source/apt/debug/com/church/psalm/view/adapter/RealmListviewAdapter$SongViewHolder$$ViewBinder.java,28,45,N,"void RealmListviewAdapter$SongViewHolder$$ViewBinder$2.<init>(RealmListviewAdapter$SongViewHolder$$ViewBinder,RealmListviewAdapter$SongViewHolder)(class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder$2 *this, class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder *this$0, class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder *$bcvar2)",7,0.86,0.60,2,1,28 30,1
"void RealmListviewAdapter$SongViewHolder$$ViewBinder$2.doClick(View)","com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder$2.doClick(android.viewD220",1,0,NONE,24,0,app/build/generated/source/apt/debug/com/church/psalm/view/adapter/RealmListviewAdapter$SongViewHolder$$ViewBinder.java,31,45,N,"void void RealmListviewAdapter$SongViewHolder$$ViewBinder$2.doClick(View)(class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder$2 *this, class android.view.View *p0)",5,0.80,0.30,0,1,31 34 35,1
"RealmListviewAdapter$SongViewHolder$$ViewBinder.<init>()","com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder.<init>()",1,0,NONE,18,0,app/build/generated/source/apt/debug/com/church/psalm/view/adapter/RealmListviewAdapter$SongViewHolder$$ViewBinder.java,8,45,N,"void RealmListviewAdapter$SongViewHolder$$ViewBinder.<init>()(class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder *this)",5,0.80,0.30,0,1,8,1
"void RealmListviewAdapter$SongViewHolder$$ViewBinder.bind(ButterKnife$Finder,RealmListviewAdapter$SongViewHolder,Object)","com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder.bind(butterknife.Butte32FA",1,0,NONE,312,0,app/build/generated/source/apt/debug/com/church/psalm/view/adapter/RealmListviewAdapter$SongViewHolder$$ViewBinder.java,9,45,N,"void void RealmListviewAdapter$SongViewHolder$$ViewBinder.bind(ButterKnife$Finder,RealmListviewAdapter$SongViewHolder,Object)(class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder *this, class butterknife.ButterKnife$Finder *finder, class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder *target, class java.lang.Object *source)",28,0.96,0.90,1,6,9 11 12 13 14 15 16 17 18 19 20 28 29 37,1
"void RealmListviewAdapter$SongViewHolder$$ViewBinder.bind(ButterKnife$Finder,Object,Object)","com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder.bind(butterknife.ButteC1AE",1,0,NONE,34,0,app/build/generated/source/apt/debug/com/church/psalm/view/adapter/RealmListviewAdapter$SongViewHolder$$ViewBinder.java,8,45,N,"void void RealmListviewAdapter$SongViewHolder$$ViewBinder.bind(ButterKnife$Finder,Object,Object)(class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder *this, class butterknife.ButterKnife$Finder *$bcvar1, class java.lang.Object *$bcvar2, class java.lang.Object *$bcvar3)",5,0.80,0.90,0,7,8,1
"void RealmListviewAdapter$SongViewHolder$$ViewBinder.unbind(RealmListviewAdapter$SongViewHolder)","com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder.unbind(com.church.psal37AD",1,0,NONE,36,0,app/build/generated/source/apt/debug/com/church/psalm/view/adapter/RealmListviewAdapter$SongViewHolder$$ViewBinder.java,39,45,N,"void void RealmListviewAdapter$SongViewHolder$$ViewBinder.unbind(RealmListviewAdapter$SongViewHolder)(class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder *this, class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder *target)",8,0.88,0.30,1,0,39 40 41 42 43 44,1
"void RealmListviewAdapter$SongViewHolder$$ViewBinder.unbind(Object)","com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder.unbind(java.lang.Objec3736",1,0,NONE,26,0,app/build/generated/source/apt/debug/com/church/psalm/view/adapter/RealmListviewAdapter$SongViewHolder$$ViewBinder.java,8,45,N,"void void RealmListviewAdapter$SongViewHolder$$ViewBinder.unbind(Object)(class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder$$ViewBinder *this, class java.lang.Object *$bcvar1)",5,0.80,0.30,0,1,8,1
"RealmListviewAdapter$SongViewHolder.<init>(RealmListviewAdapter,View)","com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder.<init>(com.church.psalm.view.adaptFF78",1,0,NONE,38,0,app/src/main/java/com/church/psalm/view/adapter/RealmListviewAdapter.java,116,130,N,"void RealmListviewAdapter$SongViewHolder.<init>(RealmListviewAdapter,View)(class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder *this, class com.church.psalm.view.adapter.RealmListviewAdapter *this$0, class android.view.View *itemView)",7,0.86,0.60,1,2,116 117 118,1
"void RealmListviewAdapter$SongViewHolder.onClickFav()","com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder.onClickFav():void",1,0,NONE,46,0,app/src/main/java/com/church/psalm/view/adapter/RealmListviewAdapter.java,121,130,N,"void void RealmListviewAdapter$SongViewHolder.onClickFav()(class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder *this)",7,0.86,0.48,0,2,121 122 123,1
"void RealmListviewAdapter$SongViewHolder.onClickItem()","com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder.onClickItem():void",1,0,NONE,46,0,app/src/main/java/com/church/psalm/view/adapter/RealmListviewAdapter.java,126,130,N,"void void RealmListviewAdapter$SongViewHolder.onClickItem()(class com.church.psalm.view.adapter.RealmListviewAdapter$SongViewHolder *this)",7,0.86,0.48,0,2,126 127 128,1
"RealmListviewAdapter.<init>(Context,RealmResults)","com.church.psalm.view.adapter.RealmListviewAdapter.<init>(android.content.Context,io.realm.RealmResu401E",1,0,NONE,24,0,app/src/main/java/com/church/psalm/view/adapter/RealmListviewAdapter.java,34,130,N,"void RealmListviewAdapter.<init>(Context,RealmResults)(class com.church.psalm.view.adapter.RealmListviewAdapter *this, class android.content.Context *context, class io.realm.RealmResults *realmResults)",5,0.80,0.30,0,1,34 35 36,1
"OnClickInterface RealmListviewAdapter.access$000(RealmListviewAdapter)","com.church.psalm.view.adapter.RealmListviewAdapter.access$000(com.church.psalm.view.adapter.RealmLis8A9E",1,0,NONE,18,0,app/src/main/java/com/church/psalm/view/adapter/RealmListviewAdapter.java,29,130,N,"class com.church.psalm.interfaces.OnClickInterface *OnClickInterface RealmListviewAdapter.access$000(RealmListviewAdapter)(class com.church.psalm.view.adapter.RealmListviewAdapter *x0)",4,0.75,0.48,2,0,29,1
"int RealmListviewAdapter.getPositionForSection(int)","com.church.psalm.view.adapter.RealmListviewAdapter.getPositionForSection(int):int",2,0,NONE,330,1,app/src/main/java/com/church/psalm/view/adapter/RealmListviewAdapter.java,85,130,N,"int int RealmListviewAdapter.getPositionForSection(int)(class com.church.psalm.view.adapter.RealmListviewAdapter *this, int sectionIndex)",6,0.83,0.48,0,2,85 86,1
"OrderedRealmCollection RealmListviewAdapter.getRealmResults()","com.church.psalm.view.adapter.RealmListviewAdapter.getRealmResults():io.realm.OrderedRealmCollection",1,0,NONE,18,0,app/src/main/java/com/church/psalm/view/adapter/RealmListviewAdapter.java,71,130,N,"class io.realm.OrderedRealmCollection *OrderedRealmCollection RealmListviewAdapter.getRealmResults()(class com.church.psalm.view.adapter.RealmListviewAdapter *this)",4,0.75,0.30,1,0,71 72,1
"int RealmListviewAdapter.getSectionForPosition(int)","com.church.psalm.view.adapter.RealmListviewAdapter.getSectionForPosition(int):int",0,0,NONE,510,0,app/src/main/java/com/church/psalm/view/adapter/RealmListviewAdapter.java,90,130,N,"int int RealmListviewAdapter.getSectionForPosition(int)(class com.church.psalm.view.adapter.RealmListviewAdapter *this, int position)",18,0.00,0.78,0,5,,3
"java.lang.Object[] RealmListviewAdapter.getSections()","com.church.psalm.view.adapter.RealmListviewAdapter.getSections():java.lang.Object[]",1,0,NONE,18,0,app/src/main/java/com/church/psalm/view/adapter/RealmListviewAdapter.java,80,130,N,"class java.lang.Object *(*java.lang.Object[] RealmListviewAdapter.getSections())[_t$0](class com.church.psalm.view.adapter.RealmListviewAdapter *this)",4,0.75,0.00,0,0,80 81,1
"View RealmListviewAdapter.getView(int,View,ViewGroup)","com.church.psalm.view.adapter.RealmListviewAdapter.getView(int,android.view.View,android.view.ViewGr7904",0,0,NONE,263,1,app/src/main/java/com/church/psalm/view/adapter/RealmListviewAdapter.java,39,130,N,"class android.view.View *View RealmListviewAdapter.getView(int,View,ViewGroup)(class com.church.psalm.view.adapter.RealmListviewAdapter *this, int position, class android.view.View *convertView, class android.view.ViewGroup *parent)",33,0.00,1.26,0,17,,3
"void RealmListviewAdapter.setListener(OnClickInterface)","com.church.psalm.view.adapter.RealmListviewAdapter.setListener(com.church.psalm.interfaces.OnClickInB642",1,0,NONE,20,0,app/src/main/java/com/church/psalm/view/adapter/RealmListviewAdapter.java,75,130,N,"void void RealmListviewAdapter.setListener(OnClickInterface)(class com.church.psalm.view.adapter.RealmListviewAdapter *this, class com.church.psalm.interfaces.OnClickInterface *listener)",5,0.80,0.00,0,0,75 76 77,1
"void RealmListviewAdapter.setSectionData(HashMap,java.lang.Character[])","com.church.psalm.view.adapter.RealmListviewAdapter.setSectionData(java.util.HashMap,java.lang.CharacA519",1,0,NONE,30,0,app/src/main/java/com/church/psalm/view/adapter/RealmListviewAdapter.java,100,130,N,"void void RealmListviewAdapter.setSectionData(HashMap,java.lang.Character[])(class com.church.psalm.view.adapter.RealmListviewAdapter *this, class java.util.HashMap *map, class java.lang.Character *(*sections)[_t$1])",6,0.83,0.00,0,0,100 101 102 103,1
"void RealmListviewAdapter.updateRealmResults(RealmResults)","com.church.psalm.view.adapter.RealmListviewAdapter.updateRealmResults(io.realm.RealmResults):void",1,0,NONE,30,0,app/src/main/java/com/church/psalm/view/adapter/RealmListviewAdapter.java,66,130,N,"void void RealmListviewAdapter.updateRealmResults(RealmResults)(class com.church.psalm.view.adapter.RealmListviewAdapter *this, class io.realm.RealmResults *queryResults)",6,0.83,0.48,0,2,66 67 68 69,1
"SearchAdapter$1.<init>(SearchAdapter,int)","com.church.psalm.view.adapter.SearchAdapter$1.<init>(com.church.psalm.view.adapter.SearchAdapter,int9BD0",1,0,NONE,38,0,app/src/main/java/com/church/psalm/view/adapter/SearchAdapter.java,29,119,N,"void SearchAdapter$1.<init>(SearchAdapter,int)(class com.church.psalm.view.adapter.SearchAdapter$1 *this, class com.church.psalm.view.adapter.SearchAdapter *this$0, int $bcvar2)",7,0.86,0.48,1,1,29 79,1
"void SearchAdapter$1.onClick(View)","com.church.psalm.view.adapter.SearchAdapter$1.onClick(android.view.View):void",1,0,NONE,48,0,app/src/main/java/com/church/psalm/view/adapter/SearchAdapter.java,82,119,N,"void void SearchAdapter$1.onClick(View)(class com.church.psalm.view.adapter.SearchAdapter$1 *this, class android.view.View *v)",7,0.86,0.48,0,2,82 83,1
"SearchAdapter$SongResultViewHolder$$ViewBinder.<init>()","com.church.psalm.view.adapter.SearchAdapter$SongResultViewHolder$$ViewBinder.<init>()",1,0,NONE,18,0,app/build/generated/source/apt/debug/com/church/psalm/view/adapter/SearchAdapter$SongResultViewHolder$$ViewBinder.java,8,27,N,"void SearchAdapter$SongResultViewHolder$$ViewBinder.<init>()(class com.church.psalm.view.adapter.SearchAdapter$SongResultViewHolder$$ViewBinder *this)",5,0.80,0.30,0,1,8,1
"void SearchAdapter$SongResultViewHolder$$ViewBinder.bind(ButterKnife$Finder,Object,Object)","com.church.psalm.view.adapter.SearchAdapter$SongResultViewHolder$$ViewBinder.bind(butterknife.Butter4BF1",1,0,NONE,34,0,app/build/generated/source/apt/debug/com/church/psalm/view/adapter/SearchAdapter$SongResultViewHolder$$ViewBinder.java,8,27,N,"void void SearchAdapter$SongResultViewHolder$$ViewBinder.bind(ButterKnife$Finder,Object,Object)(class com.church.psalm.view.adapter.SearchAdapter$SongResultViewHolder$$ViewBinder *this, class butterknife.ButterKnife$Finder *$bcvar1, class java.lang.Object *$bcvar2, class java.lang.Object *$bcvar3)",5,0.80,0.60,0,3,8,1
"void SearchAdapter$SongResultViewHolder$$ViewBinder.bind(ButterKnife$Finder,SearchAdapter$SongResultViewHolder,Object)","com.church.psalm.view.adapter.SearchAdapter$SongResultViewHolder$$ViewBinder.bind(butterknife.ButterFAB6",1,0,NONE,212,0,app/build/generated/source/apt/debug/com/church/psalm/view/adapter/SearchAdapter$SongResultViewHolder$$ViewBinder.java,9,27,N,"void void SearchAdapter$SongResultViewHolder$$ViewBinder.bind(ButterKnife$Finder,SearchAdapter$SongResultViewHolder,Object)(class com.church.psalm.view.adapter.SearchAdapter$SongResultViewHolder$$ViewBinder *this, class butterknife.ButterKnife$Finder *finder, class com.church.psalm.view.adapter.SearchAdapter$SongResultViewHolder *target, class java.lang.Object *source)",20,0.95,0.60,1,2,9 11 12 13 14 15 16 17 18 19,1
"void SearchAdapter$SongResultViewHolder$$ViewBinder.unbind(SearchAdapter$SongResultViewHolder)","com.church.psalm.view.adapter.SearchAdapter$SongResultViewHolder$$ViewBinder.unbind(com.church.psalm51AE",1,0,NONE,36,0,app/build/generated/source/apt/debug/com/church/psalm/view/adapter/SearchAdapter$SongResultViewHolder$$ViewBinder.java,21,27,N,"void void SearchAdapter$SongResultViewHolder$$ViewBinder.unbind(SearchAdapter$SongResultViewHolder)(class com.church.psalm.view.adapter.SearchAdapter$SongResultViewHolder$$ViewBinder *this, class com.church.psalm.view.adapter.SearchAdapter$SongResultViewHolder *target)",8,0.88,0.30,1,0,21 22 23 24 25 26,1
"void SearchAdapter$SongResultViewHolder$$ViewBinder.unbind(Object)","com.church.psalm.view.adapter.SearchAdapter$SongResultViewHolder$$ViewBinder.unbind(java.lang.Object43E9",1,0,NONE,26,0,app/build/generated/source/apt/debug/com/church/psalm/view/adapter/SearchAdapter$SongResultViewHolder$$ViewBinder.java,8,27,N,"void void SearchAdapter$SongResultViewHolder$$ViewBinder.unbind(Object)(class com.church.psalm.view.adapter.SearchAdapter$SongResultViewHolder$$ViewBinder *this, class java.lang.Object *$bcvar1)",5,0.80,0.30,0,1,8,1
"SearchAdapter$SongResultViewHolder.<init>(View)","com.church.psalm.view.adapter.SearchAdapter$SongResultViewHolder.<init>(android.view.View)",1,0,NONE,28,0,app/src/main/java/com/church/psalm/view/adapter/SearchAdapter.java,115,119,N,"void SearchAdapter$SongResultViewHolder.<init>(View)(class com.church.psalm.view.adapter.SearchAdapter$SongResultViewHolder *this, class android.view.View *itemView)",6,0.83,0.60,1,2,115 116 117,1
"SearchAdapter.<init>(Context)","com.church.psalm.view.adapter.SearchAdapter.<init>(android.content.Context)",1,0,NONE,28,0,app/src/main/java/com/church/psalm/view/adapter/SearchAdapter.java,36,119,N,"void SearchAdapter.<init>(Context)(class com.church.psalm.view.adapter.SearchAdapter *this, class android.content.Context *context)",6,0.83,0.30,0,1,36 37 38 39,1
"OnClickSongInterface SearchAdapter.access$000(SearchAdapter)","com.church.psalm.view.adapter.SearchAdapter.access$000(com.church.psalm.view.adapter.SearchAdapter):AB6D",1,0,NONE,18,0,app/src/main/java/com/church/psalm/view/adapter/SearchAdapter.java,31,119,N,"class com.church.psalm.interfaces.OnClickSongInterface *OnClickSongInterface SearchAdapter.access$000(SearchAdapter)(class com.church.psalm.view.adapter.SearchAdapter *x0)",4,0.75,0.30,1,0,31,1
"int SearchAdapter.getCount()","com.church.psalm.view.adapter.SearchAdapter.getCount():int",2,0,NONE,66,0,app/src/main/java/com/church/psalm/view/adapter/SearchAdapter.java,90,119,N,"int int SearchAdapter.getCount()(class com.church.psalm.view.adapter.SearchAdapter *this)",8,0.88,0.30,0,1,90 91 92 94,2
"View SearchAdapter.getView(int,View,ViewGroup)","com.church.psalm.view.adapter.SearchAdapter.getView(int,android.view.View,android.view.ViewGroup):an9535",0,0,SYMOPS TIMEOUT (334),334,0,app/src/main/java/com/church/psalm/view/adapter/SearchAdapter.java,46,119,N,"class android.view.View *View SearchAdapter.getView(int,View,ViewGroup)(class com.church.psalm.view.adapter.SearchAdapter *this, int position, class android.view.View *convertView, class android.view.ViewGroup *parent)",59,0.00,1.41,0,25,,5
"void SearchAdapter.setData(List)","com.church.psalm.view.adapter.SearchAdapter.setData(java.util.List):void",1,0,NONE,46,0,app/src/main/java/com/church/psalm/view/adapter/SearchAdapter.java,98,119,N,"void void SearchAdapter.setData(List)(class com.church.psalm.view.adapter.SearchAdapter *this, class java.util.List *list)",8,0.88,0.60,0,3,98 99 100 101 102 103,1
"void SearchAdapter.setOnClickListener(OnClickSongInterface)","com.church.psalm.view.adapter.SearchAdapter.setOnClickListener(com.church.psalm.interfaces.OnClickSo1FED",1,0,NONE,20,0,app/src/main/java/com/church/psalm/view/adapter/SearchAdapter.java,41,119,N,"void void SearchAdapter.setOnClickListener(OnClickSongInterface)(class com.church.psalm.view.adapter.SearchAdapter *this, class com.church.psalm.interfaces.OnClickSongInterface *listener)",5,0.80,0.00,0,0,41 42 43,1
"ViewPagerAdapter.<init>(FragmentManager)","com.church.psalm.view.adapter.ViewPagerAdapter.<init>(android.support.v4.app.FragmentManager)",1,0,NONE,58,0,app/src/main/java/com/church/psalm/view/adapter/ViewPagerAdapter.java,17,42,N,"void ViewPagerAdapter.<init>(FragmentManager)(class com.church.psalm.view.adapter.ViewPagerAdapter *this, class android.support.v4.app.FragmentManager *fm)",9,0.89,0.48,0,2,17 18 19 20 21,1
"void ViewPagerAdapter.addFragment(Fragment,String)","com.church.psalm.view.adapter.ViewPagerAdapter.addFragment(android.support.v4.app.Fragment,java.langD06D",1,0,NONE,48,0,app/src/main/java/com/church/psalm/view/adapter/ViewPagerAdapter.java,33,42,N,"void void ViewPagerAdapter.addFragment(Fragment,String)(class com.church.psalm.view.adapter.ViewPagerAdapter *this, class android.support.v4.app.Fragment *fragment, class java.lang.String *title)",6,0.83,0.30,0,1,33 34 35 36,1
"int ViewPagerAdapter.getCount()","com.church.psalm.view.adapter.ViewPagerAdapter.getCount():int",1,0,NONE,32,0,app/src/main/java/com/church/psalm/view/adapter/ViewPagerAdapter.java,29,42,N,"int int ViewPagerAdapter.getCount()(class com.church.psalm.view.adapter.ViewPagerAdapter *this)",5,0.80,0.30,0,1,29 30,1
"Fragment ViewPagerAdapter.getItem(int)","com.church.psalm.view.adapter.ViewPagerAdapter.getItem(int):android.support.v4.app.Fragment",1,0,NONE,38,0,app/src/main/java/com/church/psalm/view/adapter/ViewPagerAdapter.java,24,42,N,"class android.support.v4.app.Fragment *Fragment ViewPagerAdapter.getItem(int)(class com.church.psalm.view.adapter.ViewPagerAdapter *this, int position)",5,0.80,0.30,0,1,24 25,1
"CharSequence ViewPagerAdapter.getPageTitle(int)","com.church.psalm.view.adapter.ViewPagerAdapter.getPageTitle(int):java.lang.CharSequence",1,0,NONE,38,0,app/src/main/java/com/church/psalm/view/adapter/ViewPagerAdapter.java,39,42,N,"class java.lang.CharSequence *CharSequence ViewPagerAdapter.getPageTitle(int)(class com.church.psalm.view.adapter.ViewPagerAdapter *this, int position)",5,0.80,0.30,0,1,39 40,1
"ListsFragment$$ViewBinder.<init>()","com.church.psalm.view.fragment.ListsFragment$$ViewBinder.<init>()",1,0,NONE,18,0,app/build/generated/source/apt/debug/com/church/psalm/view/fragment/ListsFragment$$ViewBinder.java,8,18,N,"void ListsFragment$$ViewBinder.<init>()(class com.church.psalm.view.fragment.ListsFragment$$ViewBinder *this)",5,0.80,0.30,0,1,8,1
"void ListsFragment$$ViewBinder.bind(ButterKnife$Finder,ListsFragment,Object)","com.church.psalm.view.fragment.ListsFragment$$ViewBinder.bind(butterknife.ButterKnife$Finder,com.chu92FF",1,0,NONE,58,0,app/build/generated/source/apt/debug/com/church/psalm/view/fragment/ListsFragment$$ViewBinder.java,9,18,N,"void void ListsFragment$$ViewBinder.bind(ButterKnife$Finder,ListsFragment,Object)(class com.church.psalm.view.fragment.ListsFragment$$ViewBinder *this, class butterknife.ButterKnife$Finder *finder, class com.church.psalm.view.fragment.ListsFragment *target, class java.lang.Object *source)",7,0.86,0.60,1,2,9 11 12 13,1
"void ListsFragment$$ViewBinder.bind(ButterKnife$Finder,Object,Object)","com.church.psalm.view.fragment.ListsFragment$$ViewBinder.bind(butterknife.ButterKnife$Finder,java.laB562",1,0,NONE,34,0,app/build/generated/source/apt/debug/com/church/psalm/view/fragment/ListsFragment$$ViewBinder.java,8,18,N,"void void ListsFragment$$ViewBinder.bind(ButterKnife$Finder,Object,Object)(class com.church.psalm.view.fragment.ListsFragment$$ViewBinder *this, class butterknife.ButterKnife$Finder *$bcvar1, class java.lang.Object *$bcvar2, class java.lang.Object *$bcvar3)",5,0.80,0.60,0,3,8,1
"void ListsFragment$$ViewBinder.unbind(ListsFragment)","com.church.psalm.view.fragment.ListsFragment$$ViewBinder.unbind(com.church.psalm.view.fragment.Lists7B1E",1,0,NONE,12,0,app/build/generated/source/apt/debug/com/church/psalm/view/fragment/ListsFragment$$ViewBinder.java,15,18,N,"void void ListsFragment$$ViewBinder.unbind(ListsFragment)(class com.church.psalm.view.fragment.ListsFragment$$ViewBinder *this, class com.church.psalm.view.fragment.ListsFragment *target)",4,0.75,0.30,1,0,15 17,1
"void ListsFragment$$ViewBinder.unbind(Object)","com.church.psalm.view.fragment.ListsFragment$$ViewBinder.unbind(java.lang.Object):void",1,0,NONE,26,0,app/build/generated/source/apt/debug/com/church/psalm/view/fragment/ListsFragment$$ViewBinder.java,8,18,N,"void void ListsFragment$$ViewBinder.unbind(Object)(class com.church.psalm.view.fragment.ListsFragment$$ViewBinder *this, class java.lang.Object *$bcvar1)",5,0.80,0.30,0,1,8,1
"ListsFragment$1.<init>(ListsFragment)","com.church.psalm.view.fragment.ListsFragment$1.<init>(com.church.psalm.view.fragment.ListsFragment)",1,0,NONE,28,0,app/src/main/java/com/church/psalm/view/fragment/ListsFragment.java,122,175,N,"void ListsFragment$1.<init>(ListsFragment)(class com.church.psalm.view.fragment.ListsFragment$1 *this, class com.church.psalm.view.fragment.ListsFragment *this$0)",6,0.83,0.30,0,1,122,1
"boolean ListsFragment$1.onSelection(MaterialDialog,View,int,CharSequence)","com.church.psalm.view.fragment.ListsFragment$1.onSelection(com.afollestad.materialdialogs.MaterialDi258C",1,0,NONE,88,0,app/src/main/java/com/church/psalm/view/fragment/ListsFragment.java,124,175,N,"_Bool boolean ListsFragment$1.onSelection(MaterialDialog,View,int,CharSequence)(class com.church.psalm.view.fragment.ListsFragment$1 *this, class com.afollestad.materialdialogs.MaterialDialog *dialog, class android.view.View *itemView, int which, class java.lang.CharSequence *text)",9,0.89,0.78,0,5,124 126 127,1
"void ListsFragment_MembersInjector.<clinit>()","com.church.psalm.view.fragment.ListsFragment_MembersInjector.<clinit>():void",1,0,NONE,81,0,app/build/generated/source/apt/debug/com/church/psalm/view/fragment/ListsFragment_MembersInjector.java,9,34,N,"class java.lang.Object *void ListsFragment_MembersInjector.<clinit>()(class java.lang.String *field)",10,0.90,0.30,0,1,9,2
